Student_Ref,Gender,Math,Phys,Eng,ICT,EmSAT_Eng,Target_Uni,Pathway,STEM_Strength,Academic_Readiness
ID_5784,M,76.6,50.3,94.0,80.9,1428.0,Middlesex Dubai,Foundation,63.449999999999996,78.725
ID_7666,F,72.3,72.4,76.5,67.4,1222.0,BUiD,Year 13,72.35,74.425
ID_6279,F,87.8,93.7,86.7,63.1,907.0,BUiD,Foundation,90.75,88.725
ID_7641,F,80.6,69.6,81.5,75.4,1182.0,Uni of Dubai,Year 13,75.1,78.3
ID_7490,M,83.2,79.4,62.0,68.9,1406.0,Uni of Dubai,Foundation,81.30000000000001,71.65
ID_4770,F,65.5,66.6,80.5,67.7,1408.0,Heriot-Watt,Year 13,66.05,73.275
ID_9859,F,37.7,82.5,61.1,70.9,1329.0,Manipal,Foundation,60.1,60.6
ID_4978,M,60.7,93.4,50.1,93.3,1485.0,AUD,Foundation,77.05000000000001,63.575
ID_9987,F,51.9,43.5,87.1,91.7,1202.0,AUD,Foundation,47.7,67.4
ID_9357,M,64.0,69.3,64.7,91.2,1665.0,Amity,Foundation,66.65,65.67500000000001
ID_7904,M,78.0,72.2,82.5,95.3,1285.0,KU,Foundation,75.1,78.8
ID_8370,F,43.9,57.8,79.2,77.4,1154.0,UOWD,Year 13,50.849999999999994,65.025
ID_6083,F,86.8,111.4,86.8,105.3,1564.0,UOWD,Year 13,99.1,92.94999999999999
ID_3519,F,50.9,65.0,69.1,64.9,1609.0,UOWD,Year 13,57.95,63.525
ID_5885,M,83.7,34.1,78.5,93.4,1199.0,KU,Year 13,58.900000000000006,68.7
ID_3744,M,90.5,37.7,73.5,84.0,1849.0,BUiD,Foundation,64.1,68.8
ID_8368,F,70.4,60.1,71.3,76.1,1592.0,Amity,Foundation,65.25,68.275
ID_2606,F,85.2,45.7,91.3,74.6,1798.0,Birmingham Uni,Year 13,65.45,78.375
ID_9949,F,80.2,62.3,77.2,66.3,1378.0,Middlesex Dubai,Foundation,71.25,74.225
ID_5394,F,75.1,66.6,53.7,83.5,1155.0,Zayed Uni,Year 13,70.85,62.275
ID_6200,M,52.7,31.3,72.9,89.5,1796.0,AUS,Year 13,42.0,57.45
ID_8474,F,53.2,54.5,76.8,82.8,1433.0,BUiD,Foundation,53.85,65.325
ID_8630,F,68.8,41.1,57.0,95.9,1192.0,AUS,Foundation,54.95,55.975
ID_9906,F,64.6,75.1,67.7,104.0,1698.0,ADU,Foundation,69.85,68.775
ID_1704,M,73.2,85.5,76.8,94.7,1431.0,AUS,Year 13,79.35,78.07499999999999
ID_7084,F,58.1,33.5,67.0,77.1,1381.0,Middlesex Dubai,Foundation,45.8,56.4
ID_7175,F,99.6,37.3,87.0,81.8,1389.0,KU,Foundation,68.44999999999999,77.725
ID_2510,M,57.5,74.8,80.7,80.3,1375.0,KU,Foundation,66.15,73.42500000000001
ID_3122,F,76.5,14.4,76.9,83.7,1745.0,Heriot-Watt,Foundation,45.45,61.175000000000004
ID_1728,F,68.7,51.5,71.0,101.9,1192.0,KU,Year 13,60.1,65.55
ID_2584,F,61.7,62.1,72.7,87.7,1327.0,AUD,Foundation,61.900000000000006,67.30000000000001
ID_2790,M,70.4,73.5,79.2,56.7,1666.0,Uni of Dubai,Foundation,71.95,75.575
ID_9013,F,73.8,92.7,87.4,84.9,1020.0,Middlesex Dubai,Foundation,83.25,85.325
ID_2466,F,96.2,110.4,83.9,84.9,1081.0,UOWD,Foundation,103.30000000000001,93.60000000000001
ID_6914,M,50.7,70.9,89.0,84.7,1014.0,ADU,Foundation,60.800000000000004,74.9
ID_8422,M,72.0,62.8,67.0,73.3,1297.0,Birmingham Uni,Year 13,67.4,67.2
ID_2114,F,62.8,39.9,77.9,48.0,806.0,Murdoch,Foundation,51.349999999999994,64.625
ID_6606,M,64.9,65.4,63.3,98.3,1874.0,Amity,Foundation,65.15,64.225
ID_1587,M,72.4,85.5,96.0,85.2,1278.0,Uni of Dubai,Foundation,78.95,87.475
ID_2612,M,82.3,63.2,74.2,78.6,1135.0,RIT Dubai,Foundation,72.75,73.475
ID_4944,M,59.2,39.3,78.2,79.6,1317.0,UOWD,Foundation,49.25,63.725
ID_9256,F,54.8,88.1,88.9,74.4,749.0,Heriot-Watt,Foundation,71.44999999999999,80.175
ID_8075,F,64.6,63.7,76.1,84.1,1171.0,Uni of Dubai,Year 13,64.15,70.125
ID_9268,F,87.0,58.5,72.9,84.0,1266.0,RIT Dubai,Foundation,72.75,72.825
ID_8344,F,77.7,103.7,66.0,62.3,1526.0,AUD,Year 13,90.7,78.35
ID_6929,F,64.8,55.0,61.3,81.9,1385.0,RIT Dubai,Foundation,59.9,60.599999999999994
ID_2966,F,77.5,54.3,69.5,97.2,1700.0,KU,Foundation,65.9,67.7
ID_6877,F,74.2,49.1,79.2,93.4,846.0,UOWD,Foundation,61.650000000000006,70.42500000000001
ID_2373,M,77.5,15.1,79.0,68.1,1150.0,RIT Dubai,Foundation,46.3,62.65
ID_8864,F,65.7,53.4,63.3,75.6,1917.0,UOWD,Year 13,59.55,61.425
ID_3076,F,42.5,44.0,63.2,81.2,2042.0,Manipal,Foundation,43.25,53.225
ID_9914,F,49.6,78.6,66.9,77.4,1360.0,AUS,Foundation,64.1,65.5
ID_3393,M,75.0,94.0,81.1,99.3,1564.0,Uni of Dubai,Year 13,84.5,82.8
ID_6879,F,82.4,42.8,74.6,71.6,1008.0,KU,Foundation,62.6,68.6
ID_1453,M,75.2,115.2,75.0,75.3,1648.0,RIT Dubai,Year 13,95.2,85.1
ID_4184,F,70.4,77.8,76.2,76.6,1075.0,Birmingham Uni,Foundation,74.1,75.15
ID_4463,F,73.5,49.9,80.8,47.9,1390.0,AUS,Foundation,61.7,71.25
ID_5249,F,70.4,69.6,85.7,80.7,1626.0,UOWD,Foundation,70.0,77.85
ID_8263,M,65.5,91.2,76.4,87.9,1257.0,Amity,Year 13,78.35,77.375
ID_7722,F,58.1,48.7,64.3,103.5,1733.0,UOWD,Year 13,53.400000000000006,58.85
ID_4593,M,98.8,40.5,60.1,79.1,1220.0,Middlesex Dubai,Year 13,69.65,64.875
ID_9469,F,46.6,86.4,81.0,105.6,1030.0,Birmingham Uni,Foundation,66.5,73.75
ID_1230,M,88.9,87.9,81.5,73.6,1331.0,AUD,Foundation,88.4,84.95
ID_4159,F,76.8,106.0,75.0,87.4,1202.0,AUD,Foundation,91.4,83.2
ID_5442,M,58.3,86.6,80.6,80.3,1651.0,UOWD,Year 13,72.44999999999999,76.52499999999999
ID_2927,F,59.5,45.3,72.2,92.3,1624.0,ADU,Foundation,52.4,62.3
ID_5980,M,49.4,72.0,68.1,56.6,1723.0,KU,Year 13,60.7,64.4
ID_1283,F,81.5,34.1,68.7,85.2,1241.0,Birmingham Uni,Year 13,57.8,63.25
ID_8237,M,66.5,79.9,59.9,64.1,1394.0,KU,Year 13,73.2,66.55
ID_2146,M,59.1,48.8,63.9,81.1,1453.0,BUiD,Year 13,53.95,58.925
ID_1126,F,81.7,56.4,69.4,83.1,1483.0,RIT Dubai,Year 13,69.05,69.225
ID_7234,M,72.1,65.1,54.1,79.9,1953.0,Middlesex Dubai,Year 13,68.6,61.349999999999994
ID_7388,F,64.6,50.4,73.7,82.1,1701.0,Murdoch,Year 13,57.5,65.6
ID_8051,F,81.6,62.2,78.4,90.4,1618.0,AUD,Year 13,71.9,75.15
ID_5882,F,52.9,81.4,73.0,99.7,1312.0,Amity,Year 13,67.15,70.075
ID_2926,F,85.7,68.6,87.3,85.2,1187.0,Amity,Year 13,77.15,82.225
ID_1672,M,107.3,70.3,78.8,82.5,1252.0,Uni of Dubai,Foundation,88.8,83.8
ID_9777,M,74.7,89.4,85.6,88.5,1321.0,Manipal,Foundation,82.05000000000001,83.825
ID_5420,F,61.4,71.7,75.7,80.2,1054.0,UOWD,Foundation,66.55,71.125
ID_3951,M,81.9,62.2,78.1,71.7,1738.0,Uni of Dubai,Year 13,72.05000000000001,75.075
ID_7658,M,76.4,65.8,61.3,63.0,719.0,Middlesex Dubai,Foundation,71.1,66.19999999999999
ID_1160,F,84.1,129.9,98.1,75.8,1373.0,Zayed Uni,Year 13,107.0,102.55
ID_5318,F,84.9,99.1,89.0,73.4,1528.0,Amity,Year 13,92.0,90.5
ID_4638,M,62.7,41.0,51.8,88.3,1193.0,CUD,Year 13,51.85,51.825
ID_2565,F,39.7,67.9,75.0,78.3,1343.0,UOWD,Year 13,53.800000000000004,64.4
ID_8916,F,79.3,57.6,61.5,69.4,1530.0,UOWD,Foundation,68.45,64.975
ID_4760,M,74.8,68.4,75.3,65.5,1092.0,AUS,Foundation,71.6,73.44999999999999
ID_3197,F,47.7,53.3,78.3,93.0,1288.0,KU,Year 13,50.5,64.4
ID_1885,F,59.6,25.6,86.4,78.3,1347.0,AUS,Foundation,42.6,64.5
ID_7746,F,92.6,71.4,74.9,68.2,1606.0,RIT Dubai,Year 13,82.0,78.45
ID_1505,F,73.4,65.4,77.9,71.2,1045.0,Birmingham Uni,Foundation,69.4,73.65
ID_2263,M,62.2,85.0,70.0,68.6,1210.0,BUiD,Year 13,73.6,71.8
ID_1027,F,43.4,74.4,84.2,74.4,1396.0,Birmingham Uni,Year 13,58.900000000000006,71.55000000000001
ID_2906,M,83.7,62.0,71.7,65.5,1107.0,UOWD,Foundation,72.85,72.275
ID_9275,F,77.0,54.0,66.1,81.8,1521.0,KU,Foundation,65.5,65.8
ID_6678,F,63.0,76.7,70.9,81.1,1340.0,Zayed Uni,Foundation,69.85,70.375
ID_7708,F,70.1,58.5,68.6,67.3,1187.0,Amity,Year 13,64.3,66.44999999999999
ID_3965,M,48.1,40.7,76.6,67.3,1528.0,Middlesex Dubai,Foundation,44.400000000000006,60.5
ID_9990,M,70.5,25.6,82.9,93.6,1441.0,KU,Year 13,48.05,65.475
ID_4659,F,52.1,39.7,57.1,73.4,1369.0,Heriot-Watt,Foundation,45.900000000000006,51.5
ID_4663,M,64.0,41.3,79.0,71.4,1729.0,Uni of Dubai,Year 13,52.65,65.825
ID_9571,M,61.5,41.5,79.9,92.2,1520.0,BUiD,Year 13,51.5,65.7
ID_1381,M,67.0,54.4,61.0,93.8,1474.0,Amity,Year 13,60.7,60.85
ID_6573,F,53.7,45.6,71.9,70.6,1223.0,Amity,Foundation,49.650000000000006,60.775000000000006
ID_7904,M,84.7,37.6,65.1,94.9,1278.0,UOWD,Foundation,61.150000000000006,63.125
ID_2491,F,78.0,54.5,79.9,93.6,1123.0,Murdoch,Year 13,66.25,73.075
ID_1122,F,64.5,62.0,69.0,61.4,1266.0,KU,Year 13,63.25,66.125
ID_1597,F,66.0,64.9,72.8,73.5,1218.0,CUD,Foundation,65.45,69.125
ID_1433,F,74.8,98.1,90.5,107.0,1282.0,KU,Year 13,86.44999999999999,88.475
ID_9081,M,63.6,43.1,60.2,69.1,1698.0,AUD,Foundation,53.35,56.775000000000006
ID_9840,M,70.4,69.9,72.6,58.0,1586.0,Amity,Foundation,70.15,71.375
ID_3988,M,57.5,28.1,66.1,77.2,1534.0,RIT Dubai,Foundation,42.8,54.449999999999996
ID_1313,M,37.1,61.8,90.1,82.8,1265.0,UOWD,Foundation,49.45,69.775
ID_4303,M,86.0,57.1,85.0,94.7,1578.0,BUiD,Year 13,71.55,78.275
ID_8667,F,76.4,72.6,73.8,71.2,1261.0,Birmingham Uni,Foundation,74.5,74.15
ID_5204,M,99.1,91.5,60.9,85.0,1216.0,KU,Foundation,95.3,78.1
ID_3188,M,48.8,69.4,73.8,98.0,1179.0,BUiD,Foundation,59.1,66.45
ID_6355,F,31.2,102.1,77.2,73.8,997.0,Amity,Foundation,66.64999999999999,71.925
ID_3208,F,70.4,58.3,82.5,63.8,1445.0,UOWD,Foundation,64.35,73.425
ID_3377,M,88.2,78.4,90.3,88.7,1590.0,RIT Dubai,Year 13,83.30000000000001,86.80000000000001
ID_2535,F,70.9,72.8,69.3,80.4,1652.0,Middlesex Dubai,Foundation,71.85,70.57499999999999
ID_9516,F,61.8,53.1,51.1,73.1,1628.0,KU,Foundation,57.45,54.275000000000006
ID_6580,F,78.1,73.6,62.9,75.0,1479.0,UOWD,Foundation,75.85,69.375
ID_6965,F,97.6,53.4,68.9,76.9,1340.0,Murdoch,Year 13,75.5,72.2
ID_5301,F,86.8,68.7,80.9,77.0,1483.0,Heriot-Watt,Year 13,77.75,79.325
ID_8583,F,72.5,52.8,78.6,81.7,928.0,AUD,Foundation,62.65,70.625
ID_1676,M,100.2,90.8,89.6,60.0,1419.0,KU,Year 13,95.5,92.55
ID_7474,M,71.9,76.4,64.5,94.4,1810.0,Zayed Uni,Foundation,74.15,69.325
ID_5930,M,117.3,42.5,60.9,79.1,1270.0,UOWD,Foundation,79.9,70.4
ID_2579,M,77.6,103.5,67.3,57.7,1282.0,KU,Year 13,90.55,78.925
ID_3095,M,40.4,80.0,75.0,87.8,1696.0,AUS,Foundation,60.2,67.6
ID_6906,F,70.4,23.4,71.8,97.7,1490.0,KU,Foundation,46.900000000000006,59.35
ID_1781,M,57.0,64.4,98.9,82.5,1375.0,Zayed Uni,Foundation,60.7,79.80000000000001
ID_1877,F,46.1,55.2,81.3,78.3,1049.0,Middlesex Dubai,Foundation,50.650000000000006,65.975
ID_3569,F,70.4,69.0,86.8,75.4,1270.0,Birmingham Uni,Foundation,69.7,78.25
ID_2675,M,70.4,108.4,60.8,55.8,1596.0,AUS,Foundation,89.4,75.1
ID_7837,F,59.8,58.6,77.2,74.1,1470.0,Uni of Dubai,Foundation,59.2,68.2
ID_7278,M,85.2,82.2,60.8,64.2,690.0,KU,Foundation,83.7,72.25
ID_7380,F,57.9,84.1,83.7,77.6,1632.0,RIT Dubai,Year 13,71.0,77.35
ID_9046,M,103.1,83.6,70.8,86.4,2104.0,UOWD,Year 13,93.35,82.07499999999999
ID_9007,F,68.4,72.9,77.4,71.5,1431.0,Amity,Year 13,70.65,74.025
ID_6963,F,80.6,94.2,79.5,89.5,1341.0,Manipal,Foundation,87.4,83.45
ID_3894,F,81.2,70.6,71.0,68.8,1591.0,KU,Year 13,75.9,73.45
ID_5303,M,86.9,76.4,68.0,59.5,1364.0,Amity,Foundation,81.65,74.825
ID_6011,F,63.3,67.3,63.3,76.7,1327.0,Birmingham Uni,Year 13,65.3,64.3
ID_1645,M,64.6,98.6,55.9,93.7,1344.0,KU,Foundation,81.6,68.75
ID_4883,M,82.9,66.6,73.2,79.9,1442.0,RIT Dubai,Foundation,74.75,73.975
ID_6005,M,76.3,62.7,77.2,92.8,1142.0,UOWD,Foundation,69.5,73.35
ID_6851,F,78.9,53.2,73.4,70.5,1155.0,AUS,Foundation,66.05000000000001,69.72500000000001
ID_4626,F,53.7,92.0,83.9,77.2,1461.0,Birmingham Uni,Year 13,72.85,78.375
ID_6994,M,65.6,92.1,68.2,64.9,1253.0,KU,Year 13,78.85,73.525
ID_1076,M,91.3,97.6,71.3,75.1,927.0,Zayed Uni,Foundation,94.44999999999999,82.875
ID_2784,M,63.2,44.2,76.2,70.4,1821.0,Heriot-Watt,Year 13,53.7,64.95
ID_8933,F,85.0,50.3,91.6,75.1,1401.0,CUD,Foundation,67.65,79.625
ID_6520,M,70.4,90.4,76.5,77.5,1417.0,Birmingham Uni,Foundation,80.4,78.45
ID_2807,M,29.3,77.4,91.4,82.6,1478.0,BUiD,Foundation,53.35,72.375
ID_2392,M,47.2,12.4,67.3,77.6,850.0,Amity,Foundation,29.8,48.55
ID_4911,M,89.8,75.5,70.2,70.2,1421.0,Middlesex Dubai,Year 13,82.65,76.42500000000001
ID_9112,F,70.2,74.6,86.5,76.8,1162.0,BUiD,Foundation,72.4,79.45
ID_7775,F,60.9,84.7,67.9,59.5,1360.0,Zayed Uni,Foundation,72.8,70.35
ID_8470,M,62.7,45.7,61.7,77.3,1375.0,BUiD,Year 13,54.2,57.95
ID_8994,F,84.6,70.6,69.9,67.8,1254.0,Middlesex Dubai,Year 13,77.6,73.75
ID_6191,M,62.8,72.2,61.9,101.2,1360.0,AUS,Foundation,67.5,64.7
ID_7003,F,84.0,17.3,70.0,91.2,1009.0,KU,Foundation,50.65,60.325
ID_2784,M,24.9,76.4,58.5,85.3,1231.0,RIT Dubai,Foundation,50.650000000000006,54.575
ID_1096,F,46.4,67.2,68.7,83.9,686.0,UOWD,Foundation,56.8,62.75
ID_5908,M,57.1,42.5,73.4,83.2,1612.0,Zayed Uni,Foundation,49.8,61.6
ID_9611,F,70.4,65.9,80.6,100.3,1280.0,Middlesex Dubai,Year 13,68.15,74.375
ID_4768,F,74.9,28.9,63.2,74.0,2028.0,Birmingham Uni,Year 13,51.900000000000006,57.550000000000004
ID_4309,M,69.4,102.4,79.2,81.3,1402.0,ADU,Year 13,85.9,82.55000000000001
ID_5827,F,46.4,92.1,71.0,64.4,1187.0,UOWD,Foundation,69.25,70.125
ID_6457,F,41.3,94.1,74.2,55.9,1623.0,ADU,Year 13,67.69999999999999,70.94999999999999
ID_8925,M,61.2,79.0,57.8,78.4,674.0,Birmingham Uni,Foundation,70.1,63.949999999999996
ID_7716,M,78.9,86.5,77.1,80.5,1127.0,AUS,Foundation,82.7,79.9
ID_4823,F,73.5,85.7,67.4,75.1,835.0,AUS,Foundation,79.6,73.5
ID_1753,M,56.5,80.2,72.1,77.3,1523.0,Zayed Uni,Foundation,68.35,70.225
ID_6764,M,74.4,25.1,84.4,67.2,1007.0,Birmingham Uni,Foundation,49.75,67.075
ID_4644,F,51.7,24.6,74.0,70.8,1158.0,Amity,Foundation,38.150000000000006,56.075
ID_6701,F,69.0,72.3,77.9,78.6,1595.0,UOWD,Foundation,70.65,74.275
ID_3862,F,53.3,49.4,77.0,72.5,1446.0,BUiD,Year 13,51.349999999999994,64.175
ID_7401,F,92.6,77.1,73.6,92.5,1289.0,KU,Foundation,84.85,79.225
ID_9920,F,64.9,89.1,59.7,65.3,1432.0,Zayed Uni,Foundation,77.0,68.35
ID_1571,M,55.2,49.1,91.5,69.4,1254.0,Middlesex Dubai,Year 13,52.150000000000006,71.825
ID_5091,F,51.4,52.4,82.3,75.6,1284.0,Birmingham Uni,Foundation,51.9,67.1
ID_8239,F,70.7,30.1,76.0,79.3,1749.0,Manipal,Foundation,50.400000000000006,63.2
ID_3523,F,54.3,68.1,71.6,77.8,1373.0,Heriot-Watt,Year 13,61.199999999999996,66.39999999999999
ID_7718,F,88.3,43.5,84.4,70.9,1284.0,Birmingham Uni,Year 13,65.9,75.15
ID_6165,M,43.2,78.6,63.5,87.1,1450.0,UOWD,Foundation,60.9,62.2
ID_1760,F,77.1,52.1,73.0,56.8,1615.0,Birmingham Uni,Foundation,64.6,68.8
ID_4296,M,42.9,104.0,85.3,70.2,1407.0,ADU,Year 13,73.45,79.375
ID_2031,F,69.3,33.4,75.2,61.9,1112.0,Amity,Foundation,51.349999999999994,63.275
ID_2058,F,57.3,73.1,82.2,80.7,1319.0,AUS,Year 13,65.19999999999999,73.69999999999999
ID_2932,F,78.9,78.6,85.4,83.3,1865.0,Zayed Uni,Year 13,78.75,82.075
ID_6557,F,84.7,54.5,75.3,69.9,1456.0,UOWD,Year 13,69.6,72.44999999999999
ID_8214,M,43.9,54.1,79.0,68.7,1275.0,Murdoch,Foundation,49.0,64.0
ID_5045,F,76.6,17.6,95.4,81.5,1206.0,KU,Year 13,47.099999999999994,71.25
ID_9946,F,72.4,68.5,70.9,70.6,1544.0,BUiD,Year 13,70.45,70.67500000000001
ID_5182,F,67.8,75.3,83.2,81.9,1267.0,KU,Year 13,71.55,77.375
ID_6545,M,82.6,37.8,78.2,76.0,1591.0,Middlesex Dubai,Year 13,60.199999999999996,69.2
ID_9712,F,77.7,74.7,85.7,67.4,1487.0,UOWD,Foundation,76.2,80.95
ID_2109,M,70.4,81.9,85.8,72.5,1307.0,UOWD,Foundation,76.15,80.975
ID_4517,F,97.7,43.8,50.0,80.4,1552.0,Amity,Year 13,70.75,60.375
ID_5686,M,73.9,26.0,74.3,80.8,852.0,Manipal,Foundation,49.95,62.125
ID_6444,M,65.0,90.1,84.5,67.2,1117.0,BUiD,Year 13,77.55,81.025
ID_8254,M,70.4,48.1,85.0,81.2,1368.0,UOWD,Foundation,59.25,72.125
ID_2997,M,84.5,69.5,69.4,71.4,1574.0,Middlesex Dubai,Year 13,77.0,73.2
ID_7577,F,87.6,59.5,78.1,59.1,1347.0,RIT Dubai,Foundation,73.55,75.82499999999999
ID_4402,F,87.7,47.4,76.0,83.8,1774.0,KU,Foundation,67.55,71.775
ID_9260,M,62.6,55.0,76.2,70.5,1424.0,Birmingham Uni,Foundation,58.8,67.5
ID_7388,M,61.1,41.9,61.7,59.4,1566.0,Manipal,Foundation,51.5,56.6
ID_8581,M,87.8,102.0,64.4,85.6,1183.0,BUiD,Year 13,94.9,79.65
ID_7280,M,64.9,82.0,79.2,79.3,1497.0,Middlesex Dubai,Foundation,73.45,76.325
ID_8736,F,74.8,90.7,82.1,89.8,1559.0,RIT Dubai,Year 13,82.75,82.425
ID_7734,M,76.7,37.1,85.5,63.7,1471.0,UOWD,Foundation,56.900000000000006,71.2
ID_9337,F,57.3,76.1,83.6,77.9,1285.0,AUS,Year 13,66.69999999999999,75.14999999999999
ID_1409,F,64.4,82.6,75.0,82.7,1161.0,Zayed Uni,Foundation,73.5,74.25
ID_2987,M,61.2,55.8,89.7,84.5,1273.0,UOWD,Foundation,58.5,74.1
ID_7511,M,42.1,45.8,61.5,59.0,1503.0,UOWD,Foundation,43.95,52.725
ID_5451,F,66.8,72.6,77.9,69.1,1388.0,AUD,Foundation,69.69999999999999,73.8
ID_3957,F,77.3,41.3,85.6,70.9,1166.0,UOWD,Foundation,59.3,72.44999999999999
ID_6534,F,67.3,46.7,63.6,84.5,1737.0,UOWD,Foundation,57.0,60.3
ID_1858,F,51.1,88.6,86.4,61.3,1591.0,Murdoch,Year 13,69.85,78.125
ID_7917,F,69.2,54.0,87.2,81.1,1673.0,KU,Foundation,61.6,74.4
ID_4335,F,88.0,79.8,68.6,80.6,1324.0,Heriot-Watt,Foundation,83.9,76.25
ID_4001,M,66.7,80.3,57.8,54.8,1667.0,Amity,Year 13,73.5,65.65
ID_7869,F,58.4,72.4,80.8,76.8,1386.0,CUD,Year 13,65.4,73.1
ID_8784,M,76.2,60.4,65.4,88.5,1762.0,UOWD,Year 13,68.3,66.85
ID_6157,F,48.6,54.2,81.6,65.2,1830.0,Heriot-Watt,Year 13,51.400000000000006,66.5
ID_1492,F,70.4,69.4,72.6,83.2,1228.0,UOWD,Foundation,69.9,71.25
ID_7403,M,57.3,94.0,75.1,70.8,1325.0,AUS,Year 13,75.65,75.375
ID_4087,M,82.1,53.3,72.5,70.0,1407.0,AUS,Foundation,67.69999999999999,70.1
ID_1015,F,71.6,53.7,83.3,80.5,1154.0,UOWD,Foundation,62.65,72.975
ID_3298,F,69.9,80.7,92.8,72.5,1208.0,Uni of Dubai,Foundation,75.30000000000001,84.05000000000001
ID_2637,F,78.2,52.7,77.0,84.5,857.0,Manipal,Foundation,65.45,71.225
ID_8157,M,69.9,68.2,88.7,74.2,1632.0,ADU,Year 13,69.05000000000001,78.875
ID_2499,F,73.4,97.7,88.1,64.9,1337.0,Murdoch,Year 13,85.55000000000001,86.825
ID_9314,F,64.8,74.8,66.2,91.8,1087.0,RIT Dubai,Foundation,69.8,68.0
ID_5647,F,70.3,93.8,69.9,78.7,1323.0,ADU,Year 13,82.05,75.975
ID_5517,M,70.4,8.2,91.5,71.0,1817.0,Murdoch,Foundation,39.300000000000004,65.4
ID_3572,F,63.8,72.1,87.6,70.0,1217.0,Middlesex Dubai,Year 13,67.94999999999999,77.77499999999999
ID_7515,F,86.4,73.5,81.0,73.3,1251.0,KU,Year 13,79.95,80.475
ID_8324,F,99.2,75.5,62.8,53.8,692.0,UOWD,Foundation,87.35,75.07499999999999
ID_3237,F,82.2,67.6,92.5,73.3,1342.0,Uni of Dubai,Year 13,74.9,83.7
ID_6633,F,109.6,32.7,72.7,75.0,1557.0,CUD,Foundation,71.15,71.92500000000001
ID_2700,F,70.7,77.5,64.3,79.5,1200.0,AUD,Year 13,74.1,69.19999999999999
ID_9806,F,66.3,94.6,72.2,71.2,1282.0,RIT Dubai,Year 13,80.44999999999999,76.32499999999999
ID_7465,F,80.8,61.8,80.6,46.5,1091.0,Uni of Dubai,Foundation,71.3,75.94999999999999
ID_7136,F,84.4,74.6,64.4,87.9,1159.0,KU,Year 13,79.5,71.95
ID_7950,F,80.4,87.1,63.3,68.5,1624.0,AUD,Foundation,83.75,73.525
ID_1424,F,87.0,49.1,65.5,60.7,1279.0,CUD,Year 13,68.05,66.775
ID_8608,F,68.8,69.9,72.1,81.3,1508.0,UOWD,Foundation,69.35,70.725
ID_9971,F,62.4,67.5,70.3,66.1,1039.0,ADU,Foundation,64.95,67.625
ID_4854,F,80.0,76.6,73.8,85.1,1377.0,KU,Year 13,78.3,76.05
ID_4360,M,93.3,52.8,80.9,82.9,1489.0,UOWD,Foundation,73.05,76.975
ID_6062,F,70.4,64.2,76.3,63.9,1868.0,KU,Foundation,67.30000000000001,71.80000000000001
ID_9557,M,70.4,79.5,76.1,90.1,1529.0,Uni of Dubai,Foundation,74.95,75.525
ID_5331,F,70.4,58.9,67.1,78.0,1409.0,Heriot-Watt,Year 13,64.65,65.875
ID_9242,F,100.0,41.2,74.5,65.4,1518.0,KU,Year 13,70.6,72.55
ID_3821,M,74.4,84.2,75.2,84.7,1448.0,RIT Dubai,Year 13,79.30000000000001,77.25
ID_5123,F,60.2,75.4,80.0,78.0,1504.0,Birmingham Uni,Year 13,67.80000000000001,73.9
ID_2838,M,94.1,59.3,95.0,102.3,1359.0,Birmingham Uni,Year 13,76.69999999999999,85.85
ID_3114,F,57.6,60.3,70.9,71.6,1474.0,KU,Foundation,58.95,64.92500000000001
ID_4692,F,47.5,90.6,81.6,62.8,1595.0,RIT Dubai,Year 13,69.05,75.32499999999999
ID_9288,F,55.5,45.1,77.5,63.8,1337.0,CUD,Year 13,50.3,63.9
ID_9542,M,85.4,80.9,88.6,78.3,1406.0,Amity,Foundation,83.15,85.875
ID_5542,M,81.1,18.6,82.8,77.7,1701.0,Murdoch,Year 13,49.849999999999994,66.32499999999999
ID_3163,F,53.6,1.5,71.6,92.0,1375.0,AUS,Foundation,27.55,49.574999999999996
ID_6775,F,38.6,79.6,68.5,52.9,1357.0,BUiD,Foundation,59.099999999999994,63.8
ID_9390,F,66.0,57.0,66.2,71.8,927.0,KU,Foundation,61.5,63.85
ID_5889,F,70.4,74.7,55.5,53.4,1585.0,Birmingham Uni,Foundation,72.55000000000001,64.025
ID_3100,F,77.6,63.9,66.4,68.3,1796.0,Birmingham Uni,Foundation,70.75,68.575
ID_6657,M,66.1,93.5,70.8,87.1,921.0,KU,Foundation,79.8,75.3
ID_6867,F,79.9,48.9,71.4,83.0,1315.0,AUS,Year 13,64.4,67.9
ID_3218,M,83.0,77.6,72.2,76.1,1354.0,UOWD,Year 13,80.3,76.25
ID_4455,F,57.3,64.7,81.8,75.6,973.0,Uni of Dubai,Foundation,61.0,71.4
ID_2305,F,75.0,82.4,63.1,85.1,1555.0,UOWD,Foundation,78.7,70.9
ID_2413,F,41.3,66.9,66.7,60.6,1462.0,KU,Foundation,54.1,60.400000000000006
ID_7871,M,94.0,78.7,73.6,92.0,1533.0,UOWD,Year 13,86.35,79.975
ID_3045,F,37.3,54.4,78.0,82.7,1412.0,ADU,Foundation,45.849999999999994,61.925
ID_4913,F,50.8,75.6,76.5,92.2,1986.0,RIT Dubai,Foundation,63.199999999999996,69.85
ID_3314,F,83.1,84.0,72.2,81.2,1138.0,KU,Year 13,83.55,77.875
ID_6889,F,57.6,63.5,58.2,80.3,1391.0,Middlesex Dubai,Foundation,60.55,59.375
